Время - Уставка	Давление [МПа] - Уставка	Время - Текущее	Давление [МПа] - Текущее	Время - ДД 38.2	Давление [МПа] - ДД 38.2
2624	0	2624	1,03577	2624	0,127805
2625	0	2625	1,0349	2625	0,127805
2625	0	2625	1,0349	2625	0,127976
2625	0	2625	1,03476	2625	0,127976
2625	0	2625	1,03476	2625	0,127351
2625	0	2625	1,03476	2625	0,127351
2625	0	2625	1,03464	2625	0,126719
2625	0	2625	1,03464	2625	0,126719
2625	0	2625	1,03415	2625	0,125378
2625	0	2625	1,03415	2625	0,125378
2626	0	2626	1,03497	2626	0,130631
2626	0	2626	1,03497	2626	0,130631
2626	0	2626	1,03413	2626	0,130059
2626	0	2626	1,03413	2626	0,130059
2626	0	2626	1,03413	2626	0,130059
2626	0	2626	1,03275	2626	0,133364
2626	0	2626	1,03275	2626	0,133364
2626	0	2626	1,03382	2626	0,137408
2626	0	2626	1,03382	2626	0,137408
2626	0	2626	1,03329	2626	0,136207
2626	0	2626	1,03329	2626	0,136207
2627	0	2627	1,03462	2627	0,137631
2627	0	2627	1,03462	2627	0,137631
2627	0	2627	1,03651	2627	0,140086
2627	0	2627	1,03651	2627	0,140086
2627	0	2627	1,0424	2627	0,138552
2627	0	2627	1,0424	2627	0,138552
2627	0	2627	1,0424	2627	0,143931
2627	0	2627	1,05084	2627	0,143931
2627	0	2627	1,05084	2627	0,143931
2628	0	2628	1,07331	2628	0,14248
2628	0	2628	1,07331	2628	0,14248
2628	0	2628	1,07331	2628	0,152133
2628	0	2628	1,09304	2628	0,152133
2628	0	2628	1,09304	2628	0,152945
2628	0	2628	1,11029	2628	0,152945
2628	0	2628	1,11029	2628	0,160955
2628	0	2628	1,11029	2628	0,160955
2628	0	2628	1,12343	2628	0,16744
2628	0	2628	1,12343	2628	0,16744
2628	0	2628	1,13421	2628	0,16744
2629	0	2629	1,13421	2629	0,16303
2629	0	2629	1,13421	2629	0,16303
2629	0	2629	1,14348	2629	0,157643
2629	0	2629	1,14348	2629	0,157643
2629	0	2629	1,14762	2629	0,161728
2629	0	2629	1,14762	2629	0,161728
2629	0	2629	1,1519	2629	0,164723
2629	0	2629	1,1519	2629	0,164723
2629	0	2629	1,15511	2629	0,156204
2630	0	2630	1,15511	2630	0,156204
2630	0	2630	1,15615	2630	0,1552
2630	0	2630	1,15615	2630	0,1552
2630	0	2630	1,15615	2630	0,1552
2630	0	2630	1,15563	2630	0,155956
2630	0	2630	1,15563	2630	0,155956
2630	0	2630	1,15533	2630	0,15599
2630	0	2630	1,15533	2630	0,15599
2630	0	2630	1,15533	2630	0,15599
2630	0	2630	1,15297	2630	0,165065
2630	0	2630	1,15297	2630	0,165065
2631	0	2631	1,15186	2631	0,167788
2631	0	2631	1,15186	2631	0,167788
2631	0	2631	1,15194	2631	0,164276
2631	0	2631	1,15194	2631	0,164276
2631	0	2631	1,15194	2631	0,159219
2631	0	2631	1,15197	2631	0,159219
2631	0	2631	1,15197	2631	0,160293
2631	0	2631	1,15048	2631	0,160293
2631	0	2631	1,15048	2631	0,153058
2632	0	2632	1,15048	2632	0,153058
2632	0	2632	1,14915	2632	0,154271
2632	0	2632	1,14915	2632	0,154271
2632	0	2632	1,14763	2632	0,152714
2632	0	2632	1,14763	2632	0,152714
2632	0	2632	1,14677	2632	0,150216
2632	0	2632	1,14677	2632	0,150216
2632	0	2632	1,14567	2632	0,143074
2632	0	2632	1,14567	2632	0,143074
2632	0	2632	1,14567	2632	0,143074
2632	0	2632	1,14443	2632	0,149175
2633	0	2633	1,14443	2633	0,149175
2633	0	2633	1,14443	2633	0,146427
2633	0	2633	1,14316	2633	0,146427
2633	0	2633	1,14316	2633	0,154554
2633	0	2633	1,14301	2633	0,154554
2633	0	2633	1,14301	2633	0,15939
2633	0	2633	1,14363	2633	0,15939
2633	0	2633	1,14363	2633	0,160843
2633	0	2633	1,14375	2633	0,160843
2634	0	2634	1,14375	2634	0,160843
2634	0	2634	1,14375	2634	0,155502
2634	0	2634	1,14216	2634	0,155502
2634	0	2634	1,14216	2634	0,153663
2634	0	2634	1,1427	2634	0,153663
2634	0	2634	1,1427	2634	0,157912
2634	0	2634	1,14012	2634	0,157912
2634	0	2634	1,14012	2634	0,160828
2634	0	2634	1,14012	2634	0,160828
2634	0	2634	1,13898	2634	0,159362
2634	0	2634	1,13898	2634	0,159362
2635	0	2635	1,13865	2635	0,159362
2635	0	2635	1,13865	2635	0,162332
2635	0	2635	1,13533	2635	0,162332
2635	0	2635	1,13533	2635	0,162535
2635	0	2635	1,13533	2635	0,162535
2635	0	2635	1,13548	2635	0,166935
2635	0	2635	1,13548	2635	0,166935
2635	0	2635	1,13463	2635	0,169891
2635	0	2635	1,13463	2635	0,169891
2636	0	2636	1,13463	2636	0,164154
2636	0	2636	1,1348	2636	0,164154
2636	0	2636	1,1348	2636	0,164154
2636	0	2636	1,13638	2636	0,164292
2636	0	2636	1,13638	2636	0,164292
2636	0	2636	1,13604	2636	0,169207
2636	0	2636	1,13604	2636	0,169207
2636	0	2636	1,13572	2636	0,165557
2636	0	2636	1,13572	2636	0,165557
2636	0	2636	1,13599	2636	0,166488
2636	0	2636	1,13599	2636	0,166488
2637	0	2637	1,13496	2637	0,174951
2637	0	2637	1,13496	2637	0,174951
2637	0	2637	1,13442	2637	0,172472
2637	0	2637	1,13442	2637	0,172472
2637	0	2637	1,13442	2637	0,169949
2637	0	2637	1,13326	2637	0,169949
2637	0	2637	1,13326	2637	0,169949
2637	0	2637	1,13404	2637	0,166277
2637	0	2637	1,13404	2637	0,166277
2638	0	2638	1,13404	2638	0,164416
2638	0	2638	1,13398	2638	0,164416
2638	0	2638	1,13398	2638	0,158917
2638	0	2638	1,13307	2638	0,158917
2638	0	2638	1,13307	2638	0,164255
2638	0	2638	1,13307	2638	0,164255
2638	0	2638	1,13416	2638	0,164255
2638	0	2638	1,13416	2638	0,165643
2638	0	2638	1,13395	2638	0,165643
2638	0	2638	1,13395	2638	0,17172
2638	0	2638	1,13251	2638	0,17172
2639	0	2639	1,13251	2639	0,169348
2639	0	2639	1,13251	2639	0,169348
2639	0	2639	1,13297	2639	0,166508
2639	0	2639	1,13297	2639	0,166508
2639	0	2639	1,13184	2639	0,159958
2639	0	2639	1,13184	2639	0,159958
2639	0	2639	1,13076	2639	0,156846
2639	0	2639	1,13076	2639	0,156846
2639	0	2639	1,13046	2639	0,155849
2640	0	2640	1,13046	2640	0,155849
2640	0	2640	1,1309	2640	0,160032
2640	0	2640	1,1309	2640	0,160032
2640	0	2640	1,1309	2640	0,156214
2640	0	2640	1,13104	2640	0,156214
2640	0	2640	1,13104	2640	0,16115
2640	0	2640	1,13216	2640	0,16115
2640	0	2640	1,13216	2640	0,162969
2640	0	2640	1,13216	2640	0,162969
2640	0	2640	1,13157	2640	0,155381
2640	0	2640	1,13157	2640	0,155381
2641	0	2641	1,13215	2641	0,15277
2641	0	2641	1,13215	2641	0,15277
2641	0	2641	1,13153	2641	0,152281
2641	0	2641	1,13153	2641	0,152281
2641	0	2641	1,13153	2641	0,152281
2641	0	2641	1,13111	2641	0,152354
2641	0	2641	1,13111	2641	0,152354
2641	0	2641	1,13073	2641	0,148302
2641	0	2641	1,13073	2641	0,148302
2642	0	2642	1,13041	2642	0,161394
2642	0	2642	1,13041	2642	0,161394
2642	0	2642	1,13021	2642	0,161394
2642	0	2642	1,13021	2642	0,167748
2642	0	2642	1,13021	2642	0,167748
2642	0	2642	1,1297	2642	0,166163
2642	0	2642	1,1297	2642	0,166163
2642	0	2642	1,12905	2642	0,166163
2642	0	2642	1,12905	2642	0,163153
2642	0	2642	1,12971	2642	0,163153
2642	0	2642	1,12971	2642	0,15498
2643	0	2643	1,1298	2643	0,15498
2643	0	2643	1,1298	2643	0,15498
2643	0	2643	1,1298	2643	0,1512
2643	0	2643	1,12911	2643	0,1512
2643	0	2643	1,12911	2643	0,155216
2643	0	2643	1,12931	2643	0,155216
2643	0	2643	1,12931	2643	0,152411
2643	0	2643	1,12965	2643	0,152411
2643	0	2643	1,12965	2643	0,160157
2644	0	2644	1,12965	2644	0,160157
2644	0	2644	1,12866	2644	0,166
2644	0	2644	1,12866	2644	0,166
2644	0	2644	1,12892	2644	0,166
2644	0	2644	1,12892	2644	0,174067
2644	0	2644	1,12903	2644	0,174067
2644	0	2644	1,12903	2644	0,173401
2644	0	2644	1,12903	2644	0,173401
2644	0	2644	1,1278	2644	0,167523
2644	0	2644	1,1278	2644	0,167523
2644	0	2644	1,12776	2644	0,158401
2645	0	2645	1,12776	2645	0,158401
2645	0	2645	1,12776	2645	0,153107
2645	0	2645	1,12548	2645	0,153107
2645	0	2645	1,12548	2645	0,152969
2645	0	2645	1,12633	2645	0,152969
2645	0	2645	1,12633	2645	0,14554
2645	0	2645	1,1251	2645	0,14554
2645	0	2645	1,1251	2645	0,151627
2645	0	2645	1,12523	2645	0,151627
2646	0	2646	1,12523	2646	0,152743
2646	0	2646	1,12523	2646	0,152743
2646	0	2646	1,12398	2646	0,152743
2646	0	2646	1,12398	2646	0,150332
2646	0	2646	1,12512	2646	0,150332
2646	0	2646	1,12512	2646	0,161987
2646	0	2646	1,12456	2646	0,161987
2646	0	2646	1,12456	2646	0,162562
2646	0	2646	1,12456	2646	0,162562
2646	0	2646	1,12409	2646	0,161192
2646	0	2646	1,12409	2646	0,161192
2647	0	2647	1,12402	2647	0,161789
2647	0	2647	1,12402	2647	0,161789
2647	0	2647	1,12458	2647	0,161789
2647	0	2647	1,12458	2647	0,154417
2647	0	2647	1,12512	2647	0,154417
2647	0	2647	1,12512	2647	0,151954
2647	0	2647	1,12512	2647	0,151954
2647	0	2647	1,12412	2647	0,149879
2647	0	2647	1,12412	2647	0,149879
2648	0	2648	1,12721	2648	0,15458
2648	0	2648	1,12721	2648	0,15458
2648	0	2648	1,12868	2648	0,154343
2648	0	2648	1,12868	2648	0,154343
2648	0	2648	1,12592	2648	0,150713
2648	0	2648	1,12592	2648	0,150713
2648	0	2648	1,12592	2648	0,150713
2648	0	2648	1,12526	2648	0,149724
2648	0	2648	1,12526	2648	0,149724
2648	0	2648	1,12512	2648	0,158737
2648	0	2648	1,12512	2648	0,158737
2649	0	2649	1,12426	2649	0,158737
2649	0	2649	1,12426	2649	0,159271
2649	0	2649	1,12516	2649	0,159271
2649	0	2649	1,12516	2649	0,155862
2649	0	2649	1,12516	2649	0,155862
2649	0	2649	1,12758	2649	0,155862
2649	0	2649	1,12758	2649	0,16014
2649	0	2649	1,12676	2649	0,16014
2649	0	2649	1,12676	2649	0,15098
2650	0	2650	1,12715	2650	0,15098
2650	0	2650	1,12715	2650	0,15304
2650	0	2650	1,12599	2650	0,15304
2650	0	2650	1,12599	2650	0,15304
2650	0	2650	1,12599	2650	0,160602
2650	0	2650	1,12529	2650	0,160602
2650	0	2650	1,12529	2650	0,161344
2650	0	2650	1,1248	2650	0,161344
2650	0	2650	1,1248	2650	0,157416
2650	0	2650	1,12506	2650	0,157416
2650	0	2650	1,12506	2650	0,161518
2651	0	2651	1,12506	2651	0,161518
2651	0	2651	1,12536	2651	0,167415
2651	0	2651	1,12536	2651	0,167415
2651	0	2651	1,12522	2651	0,165084
2651	0	2651	1,12522	2651	0,165084
2651	0	2651	1,12499	2651	0,165233
2651	0	2651	1,12499	2651	0,165233
2651	0	2651	1,12613	2651	0,16359
2651	0	2651	1,12613	2651	0,16359
2652	0	2652	1,12613	2652	0,15762
2652	0	2652	1,12479	2652	0,15762
2652	0	2652	1,12479	2652	0,156767
2652	0	2652	1,124	2652	0,156767
2652	0	2652	1,124	2652	0,154458
2652	0	2652	1,124	2652	0,154458
2652	0	2652	1,12342	2652	0,155154
2652	0	2652	1,12342	2652	0,155154
2652	0	2652	1,12136	2652	0,155154
2652	0	2652	1,12136	2652	0,152598
2652	0	2652	1,12136	2652	0,152598
2653	0	2653	1,1223	2653	0,152022
2653	0	2653	1,1223	2653	0,152022
2653	0	2653	1,12188	2653	0,152022
2653	0	2653	1,12188	2653	0,1528
2653	0	2653	1,12201	2653	0,1528
2653	0	2653	1,12201	2653	0,147651
2653	0	2653	1,12201	2653	0,147651
2653	0	2653	1,12368	2653	0,143917
2653	0	2653	1,12368	2653	0,143917
2654	0	2654	1,12316	2654	0,144541
2654	0	2654	1,12316	2654	0,14279
2654	0	2654	1,12316	2654	0,14279
2654	0	2654	1,12299	2654	0,147709
2654	0	2654	1,12299	2654	0,147709
2654	0	2654	1,12151	2654	0,148228
2654	0	2654	1,12151	2654	0,148228
2654	0	2654	1,12106	2654	0,153718
2654	0	2654	1,12106	2654	0,153718
2654	0	2654	1,12242	2654	0,150358
2654	0	2654	1,12242	2654	0,150358
2655	0	2655	1,12238	2655	0,154517
2655	0	2655	1,12238	2655	0,154517
2655	0	2655	1,12238	2655	0,154517
2655	0	2655	1,12369	2655	0,147057
2655	0	2655	1,12369	2655	0,147057
2655	0	2655	1,1238	2655	0,143508
2655	0	2655	1,1238	2655	0,143508
2655	0	2655	1,12251	2655	0,150954
2655	0	2655	1,12251	2655	0,150954
2656	0	2656	1,12196	2656	0,148845
2656	0	2656	1,12196	2656	0,148845
2656	0	2656	1,12196	2656	0,144567
2656	0	2656	1,12084	2656	0,144567
2656	0	2656	1,12084	2656	0,155597
2656	0	2656	1,12145	2656	0,155597
2656	0	2656	1,12145	2656	0,155597
2656	0	2656	1,12118	2656	0,146389
2656	0	2656	1,12118	2656	0,146389
2656	0	2656	1,12118	2656	0,140958
2656	0	2656	1,12098	2656	0,140958
2657	0	2657	1,12098	2657	0,148393
2657	0	2657	1,12124	2657	0,148393
2657	0	2657	1,12124	2657	0,143334
2657	0	2657	1,12	2657	0,143334
2657	0	2657	1,12	2657	0,143334
2657	0	2657	1,12062	2657	0,150088
2657	0	2657	1,12062	2657	0,150088
2657	0	2657	1,12152	2657	0,155534
2657	0	2657	1,12152	2657	0,155534
2658	0	2658	1,12152	2658	0,155534
2658	0	2658	1,12167	2658	0,15839
2658	0	2658	1,12167	2658	0,15839
2658	0	2658	1,12167	2658	0,152216
2658	0	2658	1,12167	2658	0,152216
2658	0	2658	1,12114	2658	0,148094
2658	0	2658	1,12114	2658	0,148094
2658	0	2658	1,11986	2658	0,143468
2658	0	2658	1,11986	2658	0,143468
2658	0	2658	1,11986	2658	0,142375
2658	0	2658	1,11988	2658	0,142375
2659	0	2659	1,11988	2659	0,139047
2659	0	2659	1,12053	2659	0,139047
2659	0	2659	1,12053	2659	0,139047
2659	0	2659	1,12075	2659	0,143678
2659	0	2659	1,12075	2659	0,143678
2659	0	2659	1,12032	2659	0,142212
2659	0	2659	1,12032	2659	0,142212
2659	0	2659	1,12032	2659	0,141976
2659	0	2659	1,12063	2659	0,141976
2660	0	2660	1,12063	2660	0,141976
2660	0	2660	1,11997	2660	0,144399
2660	0	2660	1,11997	2660	0,144399
2660	0	2660	1,11898	2660	0,14161
2660	0	2660	1,11898	2660	0,14161
2660	0	2660	1,12012	2660	0,141675
2660	0	2660	1,12012	2660	0,141675
2660	0	2660	1,12012	2660	0,141675
2660	0	2660	1,12004	2660	0,139459
2660	0	2660	1,12004	2660	0,139459
2660	0	2660	1,12002	2660	0,141707
2661	0	2661	1,12002	2661	0,141707
2661	0	2661	1,12002	2661	0,137381
2661	0	2661	1,1202	2661	0,137381
2661	0	2661	1,1202	2661	0,137596
2661	0	2661	1,11947	2661	0,137596
2661	0	2661	1,11947	2661	0,136903
2661	0	2661	1,11947	2661	0,136903
2661	0	2661	1,12065	2661	0,141823
2661	0	2661	1,12065	2661	0,141823
2662	0	2662	1,11883	2662	0,141823
2662	0	2662	1,11883	2662	0,140278
2662	0	2662	1,11824	2662	0,140278
2662	0	2662	1,11824	2662	0,141668
2662	0	2662	1,11841	2662	0,141668
2662	0	2662	1,11841	2662	0,134523
2662	0	2662	1,11841	2662	0,134523
2662	0	2662	1,11875	2662	0,133423
2662	0	2662	1,11875	2662	0,133423
2662	0	2662	1,11941	2662	0,130089
2662	0	2662	1,11941	2662	0,130089
2663	0	2663	1,12019	2663	0,130088
2663	0	2663	1,12019	2663	0,130088
2663	0	2663	1,12019	2663	0,130088
2663	0	2663	1,12044	2663	0,132883
2663	0	2663	1,12044	2663	0,132883
2663	0	2663	1,1203	2663	0,143259
2663	0	2663	1,1203	2663	0,143259
2663	0	2663	1,1203	2663	0,143259
2663	0	2663	1,12061	2663	0,14353
2664	0	2664	1,12061	2664	0,14353
2664	0	2664	1,12108	2664	0,143498
2664	0	2664	1,12108	2664	0,143498
2664	0	2664	1,11948	2664	0,141469
2664	0	2664	1,11948	2664	0,141469
2664	0	2664	1,11948	2664	0,134384
2664	0	2664	1,11967	2664	0,134384
2664	0	2664	1,11967	2664	0,132325
2664	0	2664	1,11848	2664	0,132325
2664	0	2664	1,11848	2664	0,127289
2664	0	2664	1,11632	2664	0,127289
2665	0	2665	1,11632	2665	0,121843
2665	0	2665	1,11632	2665	0,121843
2665	0	2665	1,11618	2665	0,121843
2665	0	2665	1,11618	2665	0,12839
2665	0	2665	1,11499	2665	0,12839
2665	0	2665	1,11499	2665	0,134697
2665	0	2665	1,11562	2665	0,134697
2665	0	2665	1,11562	2665	0,136159
2665	0	2665	1,11562	2665	0,136159
2666	0	2666	1,11561	2666	0,137883
2666	0	2666	1,11561	2666	0,137883
2666	0	2666	1,11542	2666	0,137883
2666	0	2666	1,11542	2666	0,14292
2666	0	2666	1,11542	2666	0,14292
2666	0	2666	1,11512	2666	0,13979
2666	0	2666	1,11512	2666	0,13979
2666	0	2666	1,11542	2666	0,13979
2666	0	2666	1,11542	2666	0,140704
2666	0	2666	1,11628	2666	0,140704
2666	0	2666	1,11628	2666	0,139132
2667	0	2667	1,11628	2667	0,139132
2667	0	2667	1,11648	2667	0,127307
2667	0	2667	1,11648	2667	0,127307
2667	0	2667	1,11768	2667	0,126106
2667	0	2667	1,11768	2667	0,126106
2667	0	2667	1,11845	2667	0,126106
2667	0	2667	1,11845	2667	0,117368
2667	0	2667	1,1186	2667	0,117368
2667	0	2667	1,1186	2667	0,111047
2668	0	2668	1,11777	2668	0,111047
2668	0	2668	1,11777	2668	0,115784
2668	0	2668	1,11777	2668	0,115784
2668	0	2668	1,1184	2668	0,119046
2668	0	2668	1,1184	2668	0,119046
2668	0	2668	1,11779	2668	0,124735
2668	0	2668	1,11779	2668	0,124735
2668	0	2668	1,11786	2668	0,127327
2668	0	2668	1,11786	2668	0,127327
2668	0	2668	1,11548	2668	0,127992
2668	0	2668	1,11548	2668	0,127992
2669	0	2669	1,11548	2669	0,124066
2669	0	2669	1,11623	2669	0,124066
2669	0	2669	1,11623	2669	0,128511
2669	0	2669	1,11581	2669	0,128511
2669	0	2669	1,11581	2669	0,130244
2669	0	2669	1,11581	2669	0,130244
2669	0	2669	1,11636	2669	0,125411
2669	0	2669	1,11636	2669	0,125411
2669	0	2669	1,1173	2669	0,134156
2670	0	2670	1,1173	2670	0,134156
2670	0	2670	1,1173	2670	0,129983
2670	0	2670	1,11664	2670	0,129983
2670	0	2670	1,11664	2670	0,129983
2670	0	2670	1,11604	2670	0,121523
2670	0	2670	1,11604	2670	0,121523
2670	0	2670	1,11604	2670	0,121523
2670	0	2670	1,11791	2670	0,119476
2670	0	2670	1,11791	2670	0,119476
2670	0	2670	1,11889	2670	0,119476
2670	0	2670	1,11889	2670	0,11563
2671	0	2671	1,11944	2671	0,125373
2671	0	2671	1,11944	2671	0,125373
2671	0	2671	1,11889	2671	0,125373
2671	0	2671	1,11889	2671	0,133984
2671	0	2671	1,11774	2671	0,133984
2671	0	2671	1,11774	2671	0,128614
2671	0	2671	1,11774	2671	0,128614
2671	0	2671	1,11623	2671	0,135931
2671	0	2671	1,11623	2671	0,135931
2672	0	2672	1,11499	2672	0,135931
2672	0	2672	1,11499	2672	0,131356
2672	0	2672	1,11412	2672	0,131356
2672	0	2672	1,11412	2672	0,126186
2672	0	2672	1,11388	2672	0,126186
2672	0	2672	1,11388	2672	0,12986
2672	0	2672	1,11308	2672	0,12986
2672	0	2672	1,11308	2672	0,124869
2672	0	2672	1,11308	2672	0,124869
2672	0	2672	1,1139	2672	0,124869
2672	0	2672	1,1139	2672	0,117487
2673	0	2673	1,11398	2673	0,117487
2673	0	2673	1,11398	2673	0,124995
2673	0	2673	1,11385	2673	0,124995
2673	0	2673	1,11385	2673	0,121268
2673	0	2673	1,11507	2673	0,121268
2673	0	2673	1,11507	2673	0,118655
2673	0	2673	1,11507	2673	0,118655
2673	0	2673	1,11529	2673	0,124102
2673	0	2673	1,11529	2673	0,124102
2674	0	2674	1,11401	2674	0,120666
2674	0	2674	1,11401	2674	0,120666
2674	0	2674	1,11401	2674	0,120666
2674	0	2674	1,11393	2674	0,118217
2674	0	2674	1,11393	2674	0,118217
2674	0	2674	1,11231	2674	0,121023
2674	0	2674	1,11231	2674	0,121023
2674	0	2674	1,11187	2674	0,122433
2674	0	2674	1,11187	2674	0,122433
2674	0	2674	1,11187	2674	0,119958
2674	0	2674	1,11258	2674	0,119958
2675	0	2675	1,11258	2675	0,117761
2675	0	2675	1,11129	2675	0,117761
2675	0	2675	1,11129	2675	0,117761
2675	0	2675	1,11129	2675	0,123449
2675	0	2675	1,11126	2675	0,123449
2675	0	2675	1,11126	2675	0,127465
2675	0	2675	1,10931	2675	0,127465
2675	0	2675	1,10931	2675	0,121877
2675	0	2675	1,10986	2675	0,121877
2676	0	2676	1,10986	2676	0,122314
2676	0	2676	1,10986	2676	0,122314
2676	0	2676	1,11089	2676	0,128162
2676	0	2676	1,11089	2676	0,128162
2676	0	2676	1,11173	2676	0,127828
2676	0	2676	1,11173	2676	0,127828
2676	0	2676	1,11173	2676	0,124608
2676	0	2676	1,11413	2676	0,124608
2676	0	2676	1,11413	2676	0,126685
2676	0	2676	1,11266	2676	0,126685
2676	0	2676	1,11266	2676	0,12731
2677	0	2677	1,11153	2677	0,12731
2677	0	2677	1,11153	2677	0,12731
2677	0	2677	1,11153	2677	0,12531
2677	0	2677	1,11225	2677	0,12531
2677	0	2677	1,11225	2677	0,125787
2677	0	2677	1,11161	2677	0,125787
2677	0	2677	1,11161	2677	0,132995
2677	0	2677	1,11168	2677	0,132995
2677	0	2677	1,11168	2677	0,138149
2678	0	2678	1,11168	2678	0,138149
2678	0	2678	1,11237	2678	0,1383
2678	0	2678	1,11237	2678	0,1383
2678	0	2678	1,11127	2678	0,137046
2678	0	2678	1,11127	2678	0,137046
2678	0	2678	1,11259	2678	0,132075
2678	0	2678	1,11259	2678	0,132075
2678	0	2678	1,11259	2678	0,123742
2678	0	2678	1,11163	2678	0,123742
2678	0	2678	1,11163	2678	0,120015
2678	0	2678	1,1134	2678	0,120015
2679	0	2679	1,1134	2679	0,128546
2679	0	2679	1,1134	2679	0,128546
2679	0	2679	1,11287	2679	0,128546
2679	0	2679	1,11287	2679	0,123168
2679	0	2679	1,11238	2679	0,123168
2679	0	2679	1,11238	2679	0,121595
2679	0	2679	1,11316	2679	0,121595
2679	0	2679	1,11316	2679	0,11455
2679	0	2679	1,11223	2679	0,11455
2680	0	2680	1,11223	2680	0,112829
2680	0	2680	1,11223	2680	0,112829
2680	0	2680	1,1112	2680	0,119623
2680	0	2680	1,1112	2680	0,119623
2680	0	2680	1,11176	2680	0,1187
2680	0	2680	1,11176	2680	0,1187
2680	0	2680	1,11022	2680	0,119223
2680	0	2680	1,11022	2680	0,119223
2680	0	2680	1,11022	2680	0,125721
2680	0	2680	1,11024	2680	0,125721
2680	0	2680	1,11024	2680	0,124041
2681	0	2681	1,11044	2681	0,124041
2681	0	2681	1,11044	2681	0,114389
2681	0	2681	1,11105	2681	0,114389
2681	0	2681	1,11105	2681	0,111196
2681	0	2681	1,11251	2681	0,111196
2681	0	2681	1,11251	2681	0,111196
2681	0	2681	1,11251	2681	0,11191
2681	0	2681	1,11266	2681	0,11191
2681	0	2681	1,11266	2681	0,110732
2682	0	2682	1,11287	2682	0,110732
2682	0	2682	1,11287	2682	0,106762
2682	0	2682	1,11287	2682	0,106762
2682	0	2682	1,11107	2682	0,107605
2682	0	2682	1,11107	2682	0,107605
2682	0	2682	1,11139	2682	0,110937
2682	0	2682	1,11139	2682	0,110937
2682	0	2682	1,11139	2682	0,110937
2682	0	2682	1,11028	2682	0,113574
2682	0	2682	1,11028	2682	0,113574
2682	0	2682	1,1112	2682	0,113202
2683	0	2683	1,1112	2683	0,113202
2683	0	2683	1,11102	2683	0,119665
2683	0	2683	1,11102	2683	0,119665
2683	0	2683	1,11185	2683	0,124609
2683	0	2683	1,11185	2683	0,124609
2683	0	2683	1,11185	2683	0,12555
2683	0	2683	1,11104	2683	0,12555
2683	0	2683	1,11104	2683	0,126318
2683	0	2683	1,11062	2683	0,126318
2684	0	2684	1,11062	2684	0,113992
2684	0	2684	1,11248	2684	0,113992
2684	0	2684	1,11248	2684	0,113992
2684	0	2684	1,11248	2684	0,113916
2684	0	2684	1,11181	2684	0,113916
2684	0	2684	1,11181	2684	0,112978
2684	0	2684	1,11251	2684	0,112978
2684	0	2684	1,11251	2684	0,106185
2684	0	2684	1,11251	2684	0,106185
2684	0	2684	1,11254	2684	0,107601
2684	0	2684	1,11254	2684	0,107601
2685	0	2685	1,1105	2685	0,116761
2685	0	2685	1,1105	2685	0,116761
2685	0	2685	1,10922	2685	0,122668
2685	0	2685	1,10922	2685	0,122668
2685	0	2685	1,10922	2685	0,120738
2685	0	2685	1,10912	2685	0,120738
2685	0	2685	1,10912	2685	0,123635
2685	0	2685	1,10724	2685	0,123635
2685	0	2685	1,10724	2685	0,126734
2686	0	2686	1,10747	2686	0,126734
2686	0	2686	1,10747	2686	0,126734
2686	0	2686	1,10766	2686	0,123554
2686	0	2686	1,10766	2686	0,123554
2686	0	2686	1,10766	2686	0,123092
2686	0	2686	1,10788	2686	0,123092
2686	0	2686	1,10788	2686	0,119338
2686	0	2686	1,10942	2686	0,119338
2686	0	2686	1,10942	2686	0,119338
2686	0	2686	1,11031	2686	0,110077
2686	0	2686	1,11031	2686	0,110077
2687	0	2687	1,11087	2687	0,112
2687	0	2687	1,11087	2687	0,112
2687	0	2687	1,11177	2687	0,112
2687	0	2687	1,11177	2687	0,104484
2687	0	2687	1,11072	2687	0,104484
2687	0	2687	1,11072	2687	0,115304
2687	0	2687	1,11072	2687	0,115304
2687	0	2687	1,11025	2687	0,123294
2687	0	2687	1,11025	2687	0,123294
2688	0	2688	1,11048	2688	0,126923
2688	0	2688	1,11048	2688	0,126923
2688	0	2688	1,11048	2688	0,126849
2688	0	2688	1,11055	2688	0,126849
2688	0	2688	1,11055	2688	0,134502
2688	0	2688	1,10993	2688	0,134502
2688	0	2688	1,10993	2688	0,134502
2688	0	2688	1,1085	2688	0,129408
2688	0	2688	1,1085	2688	0,129408
2688	0	2688	1,10746	2688	0,126606
2688	0	2688	1,10746	2688	0,126606
2689	0	2689	1,10746	2689	0,12912
2689	0	2689	1,10715	2689	0,12912
2689	0	2689	1,10715	2689	0,12912
2689	0	2689	1,10659	2689	0,131459
2689	0	2689	1,10659	2689	0,131459
2689	0	2689	1,10659	2689	0,129681
2689	0	2689	1,10732	2689	0,129681
2689	0	2689	1,10732	2689	0,132501
2689	0	2689	1,10713	2689	0,132501
2690	0	2690	1,10713	2690	0,136973
2690	0	2690	1,10598	2690	0,136973
2690	0	2690	1,10598	2690	0,136351
2690	0	2690	1,10598	2690	0,136351
2690	0	2690	1,10634	2690	0,131303
2690	0	2690	1,10634	2690	0,131303
2690	0	2690	1,10662	2690	0,131303
2690	0	2690	1,10662	2690	0,130172
2690	0	2690	1,10662	2690	0,130172
2690	0	2690	1,1067	2690	0,136198
2690	0	2690	1,1067	2690	0,136198
2691	0	2691	1,10804	2691	0,129401
2691	0	2691	1,10804	2691	0,129401
